Word Tag
be O
disturbed. O
An O
award O
for O
permanent O
loss O
of O
forty O
per O
cent O
of O
the O
use O
of O
a O
leg O
because O
of O
an O
injury O
for O
which O
it O
is O
admitted O
compensation O
is O
due O
, O
will O
not O
be O
set O
aside O
where O
the O
employee O
testifies O
, O
two O
years O
after O
the O
injury O
, O
that O
although O
he O
has O
been O
earning O
as O
much O
, O
or O
more O
, O
than O
before O
he O
was O
injured O
, O
he O
cannot O
do O
as O
much O
hard O
work O
or O
do O
things O
requiring O
the O
use O
of O
his O
leg O
as O
well O
as O
he O
did O
before O
his O
injury O
and O
where O
no O
other O
evidence O
is O
offered O
as O
to O
the O
extent O
of O
the O
injury O
at O
the O
time O
of O
the O
hearing O
. O
Writ O
oe O
Error O
to O
the O
Circuit O
Court O
of O
Montgomery O
county; O
the O
Hon. O
Thomas O
M. O
Jett O
, O
Judge O
, O
presiding O
. O
Hill O
&amp; O
Bullington O
, O
(Robert O
H. O
Davis O
, O
of O
counsel O
, O
) O
for O
plaintiff O
in O
error O
. O
Sam O
Gilbert O
, O
for O
defendant O
in O
error O
. O
Mr. B-A
Justice I-A
Cartwright I-A
delivered O
the O
opinion O
of O
the O
court: O
Louis O
Jaros O
, O
defendant O
in O
error O
, O
applied O
to O
the O
Industrial O
Commission O
for O
adjustment O
of O
his O
claim O
for O
compensation O
on O
account O
of O
an O
accidental O
injury O
to O
his O
back O
and O
right O
leg O
suffered O
on O
May O
23 O
, O
1919 O
, O
in O
the O
course O
of O
and O
arising O
out O
of O
his O
employment O
as O
a O
track-layer O
and O
timber-man O
in O
the O
mine O
of O
the O
Nokomis O
Coal O
Company O
, O
plaintiff O
in O
error. O
There O
was O
a O
hearing O
before O
an O
arbitrator O
, O
at O
which O
it O
was O
stipulated O
that O
Jaros O
was O
in O
the O
employ O
of O
the O
coal O
company O
and O
on O
May O
23 O
, O
1919 O
, O
received O
an O
injury O
arising O
out O
of O
and O
in O
the O
course O
of O
his O
employment; O
that O
the O
coal O
company O
had O
notice O
of O
the O
accident O
within O
thirty O
days; O
*610that O
medical O
services O
had O
been O
rendered O
by O
the O
coal O
company O
and O
$72 O
paid O
and O
there O
was O
no O
further O
claim O
on O
that O
account; O
that O
Jaros O
was O
married O
but O
had O
no O
children; O
that O
he O
returned O
to O
work O
on O
August O
6 O
, O
1919 O
, O
and O
that O
the O
question O
in O
controversy O
was O
the O
extent O
of O
the O
injury O
, O
and O
what O
, O
if O
any O
, O
compensation O
he O
was O
entitled O
to O
receive O
. O
Jaros O
testified O
that O
in O
drilling O
a O
hole O
he O
made O
a O
scaffold O
by O
putting O
boards O
on O
a O
powder O
keg; O
that O
the O
keg O
fell O
over O
and O
he O
fell O
on O
his O
back O
, O
striking O
a O
piece O
of O
sulphur O
bar; O
that O
his O
back O
got O
weaker O
and O
pained O
him O
and O
pains O
shot O
down O
into O
his O
right O
leg; O
that O
the O
leg O
was O
weak O
and O
numb O
and O
he O
had O
lost O
forty O
per O
cent O
of O
the O
use O
of O
the O
leg. O
The O
ultimate O
fact O
to O
be O
determined O
by O
the O
arbitrator O
was O
what O
per O
cent O
, O
if O
any O
, O
of O
loss O
of O
the O
use O
of O
the O
leg O
had O
been O
ca\u00fased O
by O
the O
injury. O
That O
was O
to O
be O
determined O
by O
the O
arbitrator O
as O
a O
conclusion O
from O
the O
evidence O
tending O
to O
show O
the O
condition O
of O
Jaros O
and O
his O
ability O
to O
make O
use O
of O
the O
injured O
member O
as O
compared O
with O
such O
ability O
before O
the O
injury. O
The O
coal O
company O
objected O
to O
the O
testimony O
of O
Jaros O
concerning O
the O
ultimate O
fact O
by O
which O
he O
substituted O
himself O
for O
the O
arbitrator O
, O
and O
the O
objection O
was O
overruled. O
There O
was O
testimony O
of O
two O
doctors O
and O
evidence O
tending O
to O
prove O
the O
effects O
of O
the O
injury O
, O
but O
the O
arbitrator O
appeared O
to O
have O
accepted O
the O
conclusion O
of O
Jaros O
, O
and O
made O
an O
award O
of O
$12 O
per O
week O
for O
nine O
weeks O
and O
four O
days O
for O
temporary O
total O
incapacity O
and O
$12 O
per O
week O
for O
seventy O
weeks O
upon O
a O
finding O
that O
the O
injury O
caused O
permanent O
partial O
loss O
of O
forty O
per O
cent O
of O
the O
use O
of O
the O
right O
leg. O
On O
a O
review O
by O
the O
Industrial O
Commission O
the O
objection O
to O
the O
testimony O
which O
Jaros O
had O
given O
as O
to O
the O
percentage O
of O
loss O
was O
insisted O
upon O
, O
and O
there O
was O
some O
further O
evidence O
as O
to O
his O
condition. O
The O
Industrial O
Commission O
affirmed O
the O
award O
of O
the O
arbitrator O
, O
and O
on O
a O
writ O
of O
certiorari O
from O
the O
circuit O
court O
of O
Montgomery O
county O
the O
court O
on O
January O
10 O
, O
1921 O
, O
set O
aside O
the O
award O
as O
having O
been O
based O
on O
the O
testimony O
of O
Jaros O
as O
to O
the O
percentage O
of O
loss O
of O
the O
use O
of O
*611his O
right O
leg O
and O
referred O
the O
claim O
back O
to O
the O
Industri\u00e1l O
Commission O
for O
the O
purpose O
of O
hearing O
further O
testimony O
by O
which O
to O
fix O
a O
proper O
basis O
for O
the O
determination O
of O
the O
amount O
of O
allowance O
to O
be O
made. O
There O
was O
another O
hearing O
before O
the O
Industrial O
Commission O
, O
when O
the O
award O
of O
the O
arbitrator O
was O
again O
affirmed O
, O
and O
a O
writ O
of O
certiorari O
having O
been O
again O
issued O
out O
of O
the O
circuit O
court O
, O
the O
writ O
was O
quashed O
and O
the O
decision O
of O
the O
Industrial O
Commission O
affirmed. O
A O
writ O
of O
error O
was O
allowed O
by O
this O
court O
and O
the O
entire O
record O
is O
before O
us O
. O
No O
question O
of O
law O
is O
involved O
but O
only O
whether O
the O
injury O
is O
permanent O
and O
the O
extent O
of O
it. O
The O
plaintiff O
in O
error O
contends O
that O
the O
judgment O
of O
the O
circuit O
court O
still O
rests O
upon O
the O
testimony O
of O
Jaros O
that O
he O
had O
lost O
forty O
per O
cent O
of O
the O
use O
of O
his O
leg; O
that O
there O
was O
no O
other O
evidence O
upon O
which O
the O
award O
could O
have O
been O
based O
, O
and O
that O
the O
evidence O
not O
only O
does O
not O
show O
that O
he O
sustained O
forty O
per O
cent O
permanent O
loss O
of O
the O
use O
of O
his O
leg O
but O
does O
not O
show O
that O
he O
sustained O
any O
permanent O
loss. O
When O
Jaros O
suffered O
his O
injury O
he O
was O
first O
treated O
by O
Dr. O
C. O
W. O
Vaughn O
, O
who O
did O
work O
for O
the O
company O
, O
and O
on O
May O
24 O
, O
1919 O
, O
he O
found O
a O
bruise O
and O
sprain O
of O
the O
small O
of O
the O
back O
and O
hips. O
He O
treated O
Jaros O
for O
about O
two O
weeks O
and O
testified O
that O
he O
was O
getting O
better O
, O
and O
Jaros O
was O
then O
referred O
by O
the O
company O
to O
Dr. O
J. O
J. O
Pleak O
, O
an O
osteopath. O
The O
osteopath O
testified O
that O
he O
first O
treated O
Jaros O
on O
June O
30 O
, O
1919 O
, O
and O
found O
an O
anterior O
rotation O
of O
the O
right O
in-nominate O
bone O
, O
which O
osteopaths O
term O
a O
partial O
dislocation; O
that O
the O
innominate O
bone O
joins O
the O
sacrum O
, O
and O
a O
dislocation O
of O
it O
might O
have O
an O
effect O
on O
the O
sciatic O
nerve O
down O
the O
leg O
and O
weaken O
it O
and O
prolong O
pain; O
that O
the O
dislocation O
would O
alter O
the O
relation O
between O
the O
innominate O
bone O
and O
the O
sacrum; O
that O
he O
reduced O
the O
dislocation O
on O
the O
\u00bb O
second O
treatment; O
that O
in O
this O
character O
of O
cases O
, O
if O
the O
patient O
will O
help O
, O
the O
osteopath O
can O
get O
a O
complete O
recovery; O
that O
Jaros O
returned O
to O
work O
but O
the O
doctor O
told O
him O
*612not O
to O
return; O
that O
Jaros O
went O
to O
work O
too O
soon O
, O
and O
the O
doctor O
believed O
that O
another O
week\u2019s O
treatment O
would O
have O
cured O
him O
. O
Jaros O
returned O
to O
work O
August O
6 O
, O
1919 O
, O
and O
worked O
steadily O
thereafter O
in O
his O
former O
employment O
as O
track-layer O
and O
timber-man. O
The O
last O
hearing O
was O
on O
February O
25 O
, O
1921 O
, O
and O
Jaros O
had O
worked O
regularly O
up O
to O
that O
time O
and O
received O
as O
much O
, O
or O
more O
, O
wages O
than O
before O
the O
injury. O
There O
had O
been O
a O
raise O
in O
wages O
, O
and O
he O
had O
earned O
$7.25 O
a O
day O
and O
worked O
more O
hours O
than O
the O
mine O
was O
in O
operation. O
He O
was O
paid O
at O
the O
rate O
of O
62% O
cents O
an O
hour O
for O
eight O
hours O
, O
and O
worked O
every O
day O
the O
mine O
worked O
and O
a O
considerable O
amount O
of O
extra O
time. O
He O
had O
his O
brother O
as O
a O
helper O
, O
and O
they O
handled O
heavy O
timbers O
, O
props O
and O
bars O
, O
and O
Jaros O
used O
a O
four-pound O
sledge O
in O
spiking O
rails. O
He O
testified O
that O
he O
could O
not O
stand O
hard O
work O
as O
he O
could O
before O
his O
injury O
, O
such O
as O
pushing O
or O
standing O
on O
the O
leg; O
that O
it O
got O
weak O
and O
trembled O
if O
he O
did O
work O
standing O
on O
it; O
that O
he O
sat O
down O
mostly O
when O
he O
spiked O
rails; O
that O
before O
he O
was O
hurt O
he O
could O
walk O
eight O
, O
ten O
or O
twelve O
miles O
without O
tiring; O
that O
he O
went O
out O
hunting O
recently O
and O
walked O
five O
miles O
and O
his O
leg O
got O
numb O
and O
he O
had O
to O
sit O
down; O
that O
he O
was O
a O
ball-player O
before O
the O
injury O
and O
could O
not O
get O
around O
now O
as O
he O
used O
to; O
that O
there O
had O
been O
no O
change O
in O
the O
condition O
of O
his O
leg O
since O
the O
injury O
, O
and O
that O
when O
he O
took O
light O
work O
and O
spiked O
rails O
he O
got O
along O
pretty O
well. O
The O
only O
time O
that O
he O
had O
lost O
from O
his O
work O
was O
the O
day O
when O
he O
went O
hunting O
. O
Weight O
is O
to O
be O
given O
to O
the O
testimony O
of O
Dr. O
Vaughn O
and O
Dr. O
Pleak O
as O
to O
the O
condition O
of O
the O
back O
and O
leg O
when O
Jaros O
was O
treated O
in O
1919 O
, O
but O
there O
has O
been O
no O
medical O
examination O
or O
treatment O
since O
that O
time. O
There O
was O
no O
examination O
by O
any O
doctor O
to O
ascertain O
the O
condition O
of O
the O
leg O
and O
the O
extent O
of O
the O
disability O
, O
which O
might O
have O
demonstrated O
a O
condition O
different O
from O
the O
testimony O
of O
Jaros O
, O
but O
the O
question O
was O
submitted O
upon O
his O
testimony O
and O
evi*613dence O
of O
what O
he O
had O
been O
doing O
and O
what O
he O
had O
earned. O
While O
he O
had O
been O
earning O
as O
much O
, O
or O
more O
, O
than O
before O
the O
injury O
, O
that O
fact O
is O
not O
conclusive O
that O
the O
injury O
had O
not O
resulted O
in O
permanent O
loss O
of O
some O
use O
of O
his O
leg. O
There O
cannot O
be O
much O
doubt O
that O
the O
Industrial O
Commission O
was O
authorized O
to O
find O
the O
admitted O
injury O
to O
be O
permanent O
, O
and O
although O
there O
may O
be O
some O
reason O
to O
doubt O
whether O
the O
injury O
was O
as O
great O
in O
extent O
as O
the O
finding O
, O
we O
would O
not O
be O
authorized O
, O
in O
the O
present O
state O
of O
the O
record O
, O
to O
set O
aside O
the O
award O
. O
The O
judgment O
of O
the O
circuit O
court O
is O
affirmed O
. O
Judgment O
affirmed O
. O
\n O

(No. B-N
15296 I-N
Reversed O
and O
remanded.) O
The O
Groveland O
Coal O
Mining O
Company O
, O
Plaintiff O
in O
Error O
, O
vs. O
The O
Industrial O
Commission O
et O
al.\u2014(Louis O
W. O
Pattison O
, O
Defendant O
in O
Error.) O
Opinion O
filed O
, O
June O
20 O
, O
1923 O
. O
1. O
Workmen\u2019s O
compensation O
\u2014 O
fact O
that O
only O
three O
commissioners O
signed O
award O
does O
not O
shozv O
zvant O
of O
jurisdiction. O
The O
mere O
fact O
that O
only O
three O
members O
of O
the O
Industrial O
Commission O
signed O
an O
award O
is O
not O
sufficient O
to O
show O
want O
of O
jurisdiction O
upon O
the O
ground O
that O
the O
commission O
was O
not O
legally O
constituted O
where O
there O
is O
nothing O
to O
show O
that O
the O
commission O
did O
not O
have O
five O
members O
, O
as O
section O
19 O
of O
the O
Compensation O
act O
provides O
that O
the O
decision O
of O
a O
majority O
of O
the O
members O
shall O
be O
considered O
the O
decision O
of O
the O
commission O
. O
2. O
Same O
\u2014 O
when O
a O
finding O
for O
total O
incapacity O
is O
not O
warranted. O
Where O
the O
claimant O
himself O
has O
testified O
at O
the O
hearing O
before O
the O
arbitrator O
that O
there O
was O
some O
kind O
of O
work O
which O
he O
could O
do O
but O
he O
had O
not O
tried O
to O
find O
it O
, O
a O
finding O
that O
he O
was O
at O
that O
time O
totally O
incapacitated O
is O
not O
warranted O
by O
the O
evidence O
. O
3. O
Same O
\u2014 O
neither O
courts O
nor O
commission O
may O
speculate O
as O
to O
length O
of O
future O
period O
of O
total O
incapacity. O
Neither O
the O
courts O
nor O
the O
Industrial O
Commission O
are O
authorized O
to O
speculate O
as O
to O
the O
probable O
length O
of O
a O
future O
period O
of O
temporary O
total O
incapacity O
, O
as O
that O
can O
be O
determined O
only O
when O
the O
period O
ends O
. O
4. O
Same O
\u2014 O
award O
for O
partial O
incapacity O
under O
paragraph O
(d) O
of O
section O
8 O
of O
Compensation O
act O
must O
be O
based O
upon O
evidence. O
An O
award O
for O
partial O
incapacity O
under O
paragraph O
(d) O
of O
section O
8 O
of O
the O
Compensation O
act O
must O
be O
based O
upon O
evidence O
, O
and O
where O
there O
is O
no O
evidence O
from O
which O
a O
conclusion O
can O
be O
drawn O
as O
to O
whether O
the O
injured O
employee\u2019s O
incapacity O
is O
permanent O
or O
temporary O
or O
as O
to O
the O
extent O
of O
his O
earning O
capacity O
after O
the O
injury O
, O
there O
is O
no O
basis O
for O
an O
award O
of O
fifty O
per O
cent O
of O
the O
difference O
between O
his O
earning O
capacity O
and O
the O
average O
amount O
he O
was O
able O
\u00a30 O
earn O
before O
the O
injury O
. O
*500Writ O
or O
Error O
to O
the O
Circuit O
Court O
of O
Peoria O
county; O
the O
Hon. O
John O
M. O
Niehaus O
, O
Judge O
, O
presiding O
. O
John O
E. O
Cassidy O
, O
for O
plaintiff O
in O
error O
. O
Kerr O
, O
Murphy O
&amp; O
Londrigan O
, O
for O
defendant O
in O
error O
. O
Mr. B-A
Justice I-A
Dunn I-A
delivered O
the O
opinion O
of O
the O
court: O
This O
writ O
of O
error O
was O
allowed O
for O
the O
purpose O
of O
reviewing O
a O
judgment O
of O
the O
circuit O
court O
of O
Peoria O
county O
which O
confirmed O
an O
award O
of O
the O
Industrial O
Commission O
. O
Louis O
W. O
Pattison O
, O
while O
driving O
a O
pony O
in O
the O
mine O
of O
the O
Groveland O
Coal O
Mining O
Company O
on O
July O
17 O
, O
1920 O
, O
was O
kicked O
off O
the O
car O
between O
the O
car O
and O
the O
wall O
, O
his O
left O
eye O
was O
injured O
, O
his O
ribs O
were O
hurt O
, O
one O
of O
them O
was O
broken O
and O
his O
shoulders O
and O
back O
were O
injured. O
He O
returned O
to O
work O
on O
September O
22 O
and O
was O
employed O
on O
top O
, O
doing O
anything O
he O
was O
told O
to O
do. O
He O
had O
no O
particular O
job. O
He O
was O
on O
top O
about O
three O
weeks. O
After O
that O
he O
was O
sent O
below O
and O
put O
at O
trapping O
, O
at O
which O
he O
worked O
one O
day. O
He O
did O
not O
continue O
because O
he O
was O
not O
able. O
Every O
time O
he O
went O
to O
bend O
over O
he O
could O
not O
breathe. O
It O
hurt O
him O
between O
the O
shoulders. O
He O
has O
done O
nothing O
since. O
There O
is O
no O
strength O
in O
his O
spine. O
After O
he O
worked O
in O
the O
mine O
he O
tried O
to O
work O
on O
a O
concrete O
mixer O
, O
but O
every O
time O
he O
stooped O
over O
he O
had O
pains O
, O
he O
could O
not O
lift O
any O
and O
had O
to O
go O
home. O
He O
worked O
thirty O
minutes O
and O
has O
tried O
to O
do O
nothing O
since. O
This O
was O
a O
week O
before O
the O
hearing O
before O
the O
arbitrator O
on O
November O
15 O
, O
1920. O
He O
testified O
that O
there O
was O
some O
kind O
of O
work O
he O
could O
do O
if O
he O
could O
get O
employment O
, O
but O
he O
had O
not O
been O
around O
to O
try O
to O
find O
such O
work. O
There O
was O
no O
work O
where O
he O
lived O
, O
in O
Sparland O
, O
but O
there O
might O
be O
in O
Peoria O
. O
There O
was O
no O
other O
evidence O
than O
that O
of O
the O
claimant. O
It O
was O
agreed O
that O
his O
earnings O
for O
the O
year O
before O
the O
date O
of O
the O
injury O
were O
$1248 O
, O
\u2014 O
$24 O
a O
week. O
The O
arbitrator O
*501found O
that O
the O
petitioner O
was O
entitled O
to O
291 O
Yz O
weeks\u2019 O
compensation O
at O
$12 O
a O
week O
, O
as O
provided O
in O
paragraph O
(b) O
of O
section O
8 O
of O
the O
Workmen\u2019s O
Compensation O
act O
, O
because O
his O
injuries O
caused O
temporary O
total O
incapacity O
for O
work O
, O
and O
that O
$115 O
had O
been O
paid. O
On O
petition O
for O
review O
there O
was O
no O
additional O
evidence O
before O
the O
Industrial O
Commission O
, O
and O
the O
commission O
found O
on O
the O
same O
evidence O
that O
the O
applicant O
was O
temporarily O
totally O
incapacitated O
for O
work O
for O
a O
period O
of O
63 O
weeks O
, O
and O
that O
as O
a O
further O
result O
of O
his O
injuries O
he O
was O
partially O
incapacitated O
for O
work O
for O
353 O
weeks O
, O
and O
therefore O
awarded O
him O
compensation O
at O
the O
rate O
of O
$12 O
a O
week O
for O
63 O
weeks O
, O
being O
the O
period O
of O
temporary O
total O
incapacity O
for O
work O
, O
and O
further O
ordered O
and O
determined O
that O
he O
should O
receive O
from O
the O
respondent O
additional O
compensation O
during O
a O
further O
period O
of O
353 O
weeks O
at O
a O
rate O
of O
$6.50 O
a O
week O
, O
for O
the O
reason O
that O
the O
accidental O
injury O
resulted O
in O
partial O
incapacity. O
A O
writ O
of O
certiorari O
was O
issued O
out O
of O
the O
circuit O
court O
of O
Peoria O
county O
, O
which O
confirmed O
the O
award O
in O
all O
respects O
, O
and O
a O
petition O
for O
a O
writ O
of O
error O
by O
the O
employer O
has O
been O
allowed O
. O
The O
award O
is O
signed O
by O
three O
commissioners O
, O
and O
the O
plaintiff O
in O
error O
contends O
that O
it O
appears O
from O
the O
record O
that O
there O
were O
only O
three O
members O
of O
the O
board O
while O
the O
law O
required O
that O
the O
board O
should O
consist O
of O
five O
members; O
that O
therefore O
the O
board O
was O
not O
legally O
constituted O
and O
had O
no O
jurisdiction O
of O
the O
subject O
matter. O
Section O
13 O
of O
the O
Workmen\u2019s O
Compensation O
act O
provides O
for O
the O
creation O
of O
a O
board O
of O
five O
members O
, O
and O
section O
19 O
provides O
that O
the O
decision O
of O
a O
majority O
of O
the O
members O
shall O
be O
considered O
the O
decision O
of O
the O
commission. O
There O
is O
nothing O
to O
show O
that O
there O
were O
not O
five O
members O
of O
the O
board. O
It O
appears O
from O
the O
record O
that O
three O
members O
joined O
in O
the O
decision O
, O
and O
they O
being O
a O
majority O
of O
the O
commission O
, O
were O
authorized O
by O
the O
statute O
to O
act O
. O
The O
award O
cannot O
be O
sustained. O
It O
was O
rendered O
on O
September O
28 O
, O
1921 O
, O
63 O
weeks O
after O
the O
defendant O
in O
error O
*502received O
his O
injury. O
It O
makes O
an O
award O
of O
$12 O
a O
week O
for O
63 O
weeks O
for O
temporary O
total O
incapacity O
and O
a O
further O
award O
of O
$6.50 O
a O
week O
for O
the O
further O
period O
of O
353 O
weeks O
for O
partial O
incapacity. O
The O
arbitrator O
found O
a O
temporary O
total O
incapacity O
for O
work O
and O
allowed O
compensation O
at O
the O
rate O
of O
half O
the O
claimant\u2019s O
earnings O
, O
continuing O
until O
the O
compensation O
equaled O
the O
amount O
which O
would O
have O
been O
payable' O
as O
a O
death O
benefit O
, O
and O
the O
commission O
on O
the O
same O
evidence O
found O
63 O
weeks O
of O
temporary O
total O
incapacity O
, O
for O
which O
it O
allowed O
compensation O
at O
$12 O
a O
week O
, O
and O
353 O
weeks O
of O
partial O
incapacity O
, O
which O
it O
must O
have O
regarded O
as O
temporary O
since O
the O
allowance O
made O
for O
it O
was O
to O
terminate O
at O
the O
expiration O
of O
a O
little O
less O
than O
seven O
years. O
There O
was O
as O
much O
evidence O
to O
support O
the O
one O
finding O
as O
the O
other O
and O
not O
enough O
to O
sustain O
either. O
The O
claimant O
testified O
that O
there O
was O
some O
kind O
, O
of O
work O
which O
he O
could O
do O
but O
he O
had O
not O
tried O
to O
find O
it. O
His O
incapacity O
on O
November O
15 O
, O
1920 O
, O
was O
therefore O
not O
total. O
There O
is O
no O
evidence O
from O
which O
a O
conclusion O
can O
be O
drawn O
as O
to O
whether O
the O
incapacity O
under O
which O
he O
labored O
was O
permanent O
or O
temporary O
, O
and O
if O
it O
was O
temporary O
, O
how O
long O
it O
would O
last. O
Neither O
the O
commission O
nor O
the O
courts O
are O
authorized O
to O
speculate O
as O
to O
the O
probable O
length O
of O
a O
period O
of O
total O
incapacity. O
That O
can O
only O
be O
determined O
when O
the O
period O
ends. O
(Stromberg O
Motor O
Device O
Co. O
v. O
Industrial O
Com. O
305 O
Ill. O
619.) O
Paragraph O
(d) O
of O
section O
8 O
provides O
that O
for O
partial O
incapacity O
resulting O
from O
an O
accidental O
injury O
which O
prevents O
an O
employee O
from O
pursuing O
his O
usual O
and O
customary O
line O
of O
employment O
he O
may O
receive O
compensation O
equal O
to O
fifty O
percentum O
of O
the O
difference O
between O
the O
average O
amount O
which O
he O
earned O
before O
the O
accident O
and O
the O
average O
amount O
he O
is O
earning O
or O
is O
able O
to O
earn O
in O
some O
suitable O
employment O
after O
the O
accident. O
An O
award O
under O
this O
section O
must O
be O
based O
on O
evidence O
as O
well O
as O
under O
any O
other O
section O
of O
the O
Workmen\u2019s O
Compensation O
act. O
(Union O
Colliery O
Co. O
v. O
Industrial O
Com. O
299 O
Ill. O
153; O
Paradise O
Coal O
Co. O
v. O
Industrial O
Com. O
301 O
id. O
*503504; O
Mt. O
Olive O
and O
Staunton O
Coal O
Co. O
v. O
Industrial O
Com. O
id. O
521; O
Springfield O
District O
Coal O
Co. O
v. O
Industrial O
Com. O
303 O
id. O
528.) O
It O
is O
impossible O
to O
award O
half O
the O
difference O
between O
the O
average O
amount O
of O
earnings O
before O
the O
accident O
and O
the O
average O
amount O
which O
the O
employee O
is O
earning O
or O
is O
able O
to O
earn O
in O
some O
suitable O
employment O
after O
the O
accident O
without O
evidence O
not O
only O
of O
the O
earnings O
of O
the O
injured O
employee O
before O
the O
accident O
but O
of O
his O
capacity O
to O
earn O
after O
the O
accident. O
There O
is O
no O
such O
evidence O
in O
this O
case. O
The O
employee O
, O
though O
able O
to O
do O
some O
kind O
of O
work O
, O
has O
not O
made O
an O
effort O
to O
find O
work O
, O
and O
there O
is O
no O
evidence O
from O
which O
his O
earning O
capacity O
can O
be O
determined. O
The O
counsel O
for O
the O
defendant O
in O
error O
say O
that O
the O
commission O
apparently O
took O
the O
fact O
that O
the O
defendant O
in O
error O
had O
done O
light O
work O
, O
together O
with O
his O
testimony O
that O
there O
was O
some O
work O
he O
could O
do O
but O
that O
he O
was O
unable O
to O
get O
any O
such O
work O
in O
the O
vicinity O
of O
his O
home O
at O
Spar O
land O
, O
as O
being O
sufficient O
to O
show O
he O
was O
able O
to O
earn O
some O
money O
and O
fixed O
the O
value O
of O
such O
services O
as O
he O
could O
render O
at O
$11 O
per O
week O
, O
making O
the O
difference O
between O
his O
weekly O
wages O
before O
the O
accident O
and O
the O
amount O
he O
was O
able O
to O
earn O
after O
the O
accident O
$13 O
per O
week O
and O
awarded O
compensation O
on O
the O
basis O
of O
fifty O
per O
cent O
of O
this O
amount. O
This O
is O
purely O
imaginary. O
There O
was O
no O
evidence O
from O
which O
the O
commission O
could O
draw O
the O
conclusion O
that O
the O
difference O
between O
the O
wages O
which O
the O
claimant O
was O
earning O
before O
the O
accident O
and O
what O
he O
was O
able O
to O
earn O
afterward O
was O
$13 O
. O
The O
judgment O
will O
be O
reversed O
and O
the O
cause O
remanded O
, O
with O
directions O
to O
the O
circuit O
court O
to O
remand O
the O
cause O
to O
the O
Industrial O
Commission O
for O
a O
further O
hearing O
. O
Reversed O
and O
remanded&gt; O
with O
directions O
. O
\n O

(No. B-N
15247 I-N
Decree O
affirmed.) O
Margaret B-P
R. I-P
Andrew I-P
Bradford I-P
, I-P
Appellant I-P
, I-P
vs. I-P
Joseph I-P
Andrew I-P
et I-P
al. I-P
Appellees I-P
. O
Opinion O
filed O
June O
20 O
, O
1923 O
. O
1. O
Wills O
\u2014 O
when O
will O
takes O
effect O
as O
execution O
of O
a O
power. O
A O
will O
takes O
effect O
at O
the O
death O
of O
the O
testator O
or O
testatrix O
, O
and O
until O
that O
event O
it O
does O
not O
become O
effective O
as O
an O
execution O
of O
a O
power O
. O
2. O
Same O
\u2014 O
when O
will O
creates O
life O
estate O
with O
general O
power O
to O
convey O
fee. O
Where O
a O
testator O
devises O
all O
of O
his O
property O
to O
his O
wife O
\u201cfor O
and O
during O
her O
lifetime O
, O
\u201d O
and O
provides O
that O
at O
her O
death O
one-half O
of O
all O
property O
remaining O
shall O
go O
to O
his O
brothers O
and O
sisters O
and O
the O
other O
half O
as O
the O
wife O
may O
\u201cdecree O
by O
will O
or O
deed O
, O
\u201d O
the O
wife O
takes O
only O
a O
life O
estate O
, O
and O
the O
general O
power O
to O
convey O
half O
of O
the O
remaining O
property O
does O
not O
enlarge O
the O
life O
estate O
into O
a O
fee O
in O
one-half O
. O
3. O
Same O
\u2014 O
property O
goes O
to O
heirs O
of O
donor O
upon O
the O
failure O
to O
execute O
general O
power O
of O
appointment. O
If O
the O
donee O
of O
a O
general O
power O
of O
appointment O
of O
a O
remainder O
after O
a O
particular O
estate O
fails' O
to O
exercise O
the O
power O
and O
there O
is O
no O
limitation O
in O
default O
of O
the O
execution O
of O
the O
power O
, O
the O
heirs O
of O
the O
donor O
of O
the O
power O
will O
be O
entitled O
to O
the O
property O
. O
4. O
Same O
\u2014 O
disposition O
of O
property O
upon O
lapse O
of O
devise O
in O
execution O
of O
general O
power. O
If O
the O
donee O
of O
a O
general O
power O
of O
appoint- O
\u2022 O
ment O
appoints O
by O
will O
to O
a O
person O
or O
persons O
, O
all O
or O
some O
of O
whom O
die O
in O
the O
donee\u2019s O
lifetime O
, O
the O
property O
or O
shares O
of O
those O
so O
dying O
will O
revert O
to O
the O
donor\u2019s O
heirs O
in O
the O
absence O
of O
any O
intention O
of O
the O
donee O
to O
the O
contrary; O
but O
where O
it O
appears O
from O
the O
donee\u2019s O
will O
that O
she O
meant O
, O
in O
the O
first O
place O
, O
to O
treat O
the O
property O
as O
part O
of O
her O
own O
estate O
by O
virtue O
of O
the' O
donation O
of O
the O
power O
and O
devises O
it O
as O
her O
own O
, O
the O
heirs O
of O
the O
donee O
will O
take O
the O
property O
if O
there O
is O
a O
lapse O
of O
the O
devise O
. O
5. O
Same O
\u2014 O
technical O
language O
need O
not O
he O
used O
in O
a O
will. O
No O
technical O
language O
is O
necessary O
in O
a O
will O
, O
as O
the O
words O
will O
be O
construed O
in O
their O
ordinary O
meaning O
and O
according O
to O
the O
sense O
in O
which O
they O
are O
generally O
understood O
, O
unless O
controlled O
by O
the O
context O
or O
circumstances O
shown O
by O
the O
evidence O
. O
6. O
Words O
and O
phrases O
\u2014 O
meaning O
of O
the O
word O
\u201ccomprise.\u201d O
The O
word O
\u201ccomprise\u201d O
means O
to O
comprehend O
, O
include O
and O
cover O
, O
or O
to O
embrace O
. O
Appeal O
from O
the O
Circuit O
Court O
of O
Mason O
county; O
the O
Hon. O
Guy O
R. O
Williams O
, O
Judge O
, O
presiding O
. O
*459Nortrup O
, O
Nortrup O
&amp; O
Hayes O
, O
